,Date,Price,Space Ft2,Bedroom,Bathroom,Furnished,Laundry,Housing Type,Parking,Zipcode,Exterior,KitchenApp,KitchenWall,KitchenFloor,KitchenFurn,LivingWall,LivingFloor,LivingFurn,BedWall,BedFloor,BedFurn,BathWall,BathFloor,BathFurn,Student Housing
272,122717,575,550,10,10,0,3,1,1,13901,3,2,2,3,3,3,3,1,3,3,1,3,3,2,2
273,122717,750,625,10,0,0,0,1,0,13905,2,3,3,3,3,3,2,2,3,2,2,3,3,2,1
274,122717,425,2850,80,30,0,0,1,0,13905,2,2,2,3,3,3,3,1,3,3,1,3,3,2,1
275,122717,425,3700,80,0,0,0,1,0,13905,2,2,2,3,3,3,3,2,3,2,2,3,3,2,2
276,122717,700,700,10,10,1,3,1,4,13905,3,2,2,3,3,3,2,2,3,2,2,3,3,2,1
277,122717,650,650,10,10,1,3,1,0,13905,2,3,2,3,3,3,3,2,3,3,2,3,3,2,1
278,122817,1300,1600,30,20,0,4,4,2,13760,3,3,2,3,3,3,3,1,3,3,1,3,3,2,2
279,122817,700,2000,80,20,0,0,1,0,13901,2,3,3,3,3,3,3,2,3,3,2,3,3,2,1
280,122817,700,2850,30,10,0,0,1,0,13901,2,3,2,3,3,3,3,2,3,3,2,3,3,2,1
281,122817,425,1200,40,10,0,0,1,0,13905,2,2,2,3,3,3,3,2,3,3,2,3,3,2,1
282,122817,500,950,10,10,0,0,1,0,13790,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2
283,122817,575,600,10,10,0,4,1,4,13760,2,2,3,3,3,3,3,1,3,3,1,3,3,2,2
284,122917,425,1200,40,10,1,0,1,4,13905,3,2,2,3,3,3,3,2,3,3,2,3,3,2,1
285,122917,425,2850,0,30,0,0,1,0,13905,2,3,2,3,3,3,3,1,3,3,2,3,3,2,1
286,122917,850,600,10,10,0,0,1,0,13901,2,3,2,3,3,3,3,2,3,3,1,3,3,3,1
287,122917,525,530,10,10,0,1,1,4,13760,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2
288,122917,1095,1100,30,15,0,3,4,4,13760,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2
289,122917,550,3300,80,45,1,3,0,4,13905,2,3,2,3,3,3,3,1,3,3,1,3,3,2,1
290,122917,500,600,80,35,1,3,1,0,13905,2,3,2,3,3,3,3,2,3,3,2,3,3,2,1
291,122917,475,2800,70,20,1,3,0,4,13905,2,3,2,3,3,3,3,2,3,3,2,3,3,2,1
292,122917,575,600,10,10,0,0,1,0,13760,2,2,3,3,3,3,3,1,3,3,1,3,3,2,2
293,123017,550,600,10,10,0,5,1,4,13790,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2
294,123017,1050,1600,30,10,0,4,1,4,13905,3,2,3,3,3,3,3,1,3,2,1,3,3,2,1
295,123017,850,1200,30,10,0,1,4,3,13760,2,2,2,3,3,3,3,2,3,3,2,3,3,2,2
296,123017,925,1362,30,10,0,4,0,3,13760,2,2,2,2,3,3,3,1,3,2,1,3,3,2,2
297,123017,900,2000,40,15,0,2,0,4,16947,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2
298,123117,725,880,30,15,0,4,10,4,13862,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2
299,123117,825,1200,20,10,0,0,1,0,13760,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2
300,10118,950,1100,30,15,0,3,4,4,13760,2,3,3,3,3,3,3,1,3,2,1,3,3,2,2
301,10118,995,1000,20,10,0,3,4,3,13760,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2
302,10118,900,1000,30,10,0,3,1,4,13790,3,2,2,3,3,3,3,1,3,3,1,3,3,2,1
303,10118,625,850,20,10,0,5,1,4,13778,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2
304,10118,600,625,10,10,0,2,1,4,13903,3,2,3,3,3,3,3,1,3,3,1,3,3,2,2
305,10218,700,950,20,10,0,4,1,0,13905,2,2,2,3,3,3,3,1,3,2,1,3,3,2,2
306,10218,325,3000,10,20,1,3,1,4,13905,2,3,2,3,3,3,3,1,3,2,2,3,3,2,1
307,10218,475,1300,30,10,1,2,1,4,13905,2,3,2,3,3,3,3,2,3,3,1,3,3,2,1
308,10218,725,900,20,10,0,0,4,4,13760,2,2,2,3,3,3,2,1,3,2,1,3,3,2,1
309,10218,425,2800,60,20,1,1,1,4,13905,2,2,2,3,3,3,3,2,3,3,2,3,3,2,2
310,10218,660,650,10,10,0,1,1,4,13795,2,2,2,3,3,3,2,1,3,2,1,3,3,2,1
311,10218,1350,1500,30,15,1,3,1,4,13905,2,3,2,3,3,3,3,2,3,3,1,3,3,2,1
312,10218,1100,1600,30,10,0,0,0,3,13905,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2
313,10318,650,700,10,10,0,5,1,4,13905,3,2,2,3,3,3,3,1,3,2,2,3,3,2,1
314,10318,650,800,20,10,0,2,1,4,13827,2,2,2,3,3,3,2,1,3,3,1,3,3,2,2
315,10318,1350,2200,40,20,1,3,0,4,13760,3,2,2,3,3,3,3,2,3,2,2,3,3,2,2
316,10318,850,1000,20,10,0,4,1,0,13903,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2
317,10418,575,1000,10,10,0,5,1,4,13905,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2
318,10418,660,650,10,10,0,1,1,4,13850,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2
319,10418,700,800,20,10,0,5,1,4,13743,2,3,2,3,3,3,3,1,3,2,1,3,3,2,2
320,10418,725,800,20,10,0,0,1,0,13903,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2
321,10418,725,900,20,10,0,0,4,4,13760,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2
322,10418,435,1350,30,10,1,1,1,3,13905,2,2,2,3,3,3,3,2,3,3,2,3,3,2,1
323,10418,500,900,10,10,0,5,1,4,13760,3,2,2,3,3,3,2,1,3,2,1,3,3,2,1
324,10418,575,600,10,10,0,2,1,4,13760,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2
325,10518,700,980,30,10,0,4,10,4,13787,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2
326,10518,650,1300,20,20,1,2,0,4,13901,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2
327,10518,997,1344,30,20,0,4,10,4,13827,2,3,2,3,3,3,2,1,3,3,1,3,3,2,2
328,10518,1900,2800,30,20,1,3,0,4,13827,3,3,3,3,3,3,3,2,3,3,1,3,3,2,2
329,10518,1100,2400,30,30,0,4,0,4,13901,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2
330,10618,650,700,10,10,0,0,1,4,13862,2,2,2,3,3,3,3,1,3,2,1,3,3,2,2
331,10618,1200,1600,30,20,0,1,1,4,13045,2,2,2,3,3,3,2,1,3,3,1,3,3,2,2
332,10618,2900,2400,80,20,0,1,1,4,13045,3,2,2,3,3,3,2,2,3,2,2,3,3,2,1
333,10618,1500,2350,40,30,0,2,0,4,13901,2,3,3,3,3,3,3,2,3,2,2,3,3,2,2
334,10718,1175,1300,30,10,0,3,0,2,13790,3,2,2,3,3,3,3,1,3,3,1,3,3,2,2
335,10718,650,650,20,10,0,1,1,4,13905,2,2,2,3,3,3,3,2,3,3,1,3,3,2,2
336,10718,700,816,20,10,0,4,0,1,13833,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2
337,10718,950,1400,40,10,0,4,1,4,13905,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2
338,10718,795,1080,30,10,0,3,4,4,13760,2,3,2,3,3,3,3,1,3,3,1,3,3,2,2
339,10818,950,1828,40,20,0,0,0,4,18847,2,2,2,3,3,3,2,1,3,3,1,3,3,2,2
340,10818,750,625,10,10,1,2,1,4,13905,2,2,2,3,3,3,2,1,3,2,1,3,3,2,1
341,10818,400,3200,50,20,1,1,1,4,13905,2,2,2,3,3,3,3,2,3,3,2,3,3,2,1
342,10818,535,2000,50,20,1,3,1,0,13905,2,2,2,3,3,3,3,2,3,3,2,3,3,2,1
343,10818,1245,10000,20,20,0,1,1,4,13905,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2
344,10818,1056,802,10,10,0,1,1,4,13905,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2
345,10818,575,550,10,10,0,5,1,4,13778,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2
346,10918,525,550,10,10,0,4,1,4,13760,2,2,2,3,3,3,3,2,3,3,2,3,3,2,2
347,10918,1500,1500,40,20,1,3,1,4,13901,3,2,2,3,3,3,3,2,3,3,2,3,3,2,1
348,10918,1400,1350,40,10,1,3,1,4,13905,3,3,3,3,3,3,3,2,3,3,2,3,3,2,1
349,10918,375,3000,60,20,0,1,0,4,13903,3,2,2,3,3,3,3,1,3,3,2,2,3,2,1
350,10918,585,700,20,10,0,0,1,0,13760,2,2,2,2,3,3,2,1,3,2,1,3,3,2,2
